SRN,frame#,ID,Class,X_min,Y_min,X_max,Y_max,Time,Speed
934,165,20,Car,236,299,345,369,5.5,12.56
935,166,2,Car,629,371,858,546,5.5333,27.56
936,166,9,Car,722,262,897,397,5.5333,10.41
937,166,17,Car,465,306,611,368,5.5333,8.09
938,166,20,Car,238,298,345,368,5.5333,7.46
939,167,2,Car,630,376,860,552,5.5667,21.45
940,167,9,Car,725,260,903,398,5.5667,11.8
941,167,17,Car,467,304,612,367,5.5667,9.34
942,167,20,Car,243,299,349,368,5.5667,20.82
943,168,2,Car,630,378,865,557,5.6,7.39
944,168,9,Car,727,262,908,402,5.6,14.19
945,168,17,Car,471,304,612,366,5.6,15.1
946,168,20,Car,242,299,346,367,5.6,1.39
947,169,2,Car,632,379,870,560,5.6333,10.27
948,169,9,Car,729,263,912,405,5.6333,11.24
949,169,17,Car,472,303,614,366,5.6333,6.73
950,169,20,Car,240,296,345,366,5.6333,9.58
951,170,2,Car,634,380,876,565,5.6667,9.79
952,170,9,Car,733,264,916,406,5.6667,15.86
953,170,17,Car,475,302,616,366,5.6667,13.43
954,170,20,Car,240,294,346,365,5.6667,5.59
955,171,2,Car,635,380,885,571,5.7,6.35
956,171,9,Car,737,267,920,409,5.7,20.06
957,171,17,Car,475,301,621,367,5.7,3.99
958,171,20,Car,239,293,348,367,5.7,3.47
959,172,2,Car,638,381,890,574,5.7333,12.91
960,172,9,Car,739,267,924,411,5.7333,7.46
961,172,17,Car,476,300,623,368,5.7333,6.77
962,172,20,Car,238,292,349,367,5.7333,1.94
963,173,2,Car,643,382,897,576,5.7667,18.39
964,173,9,Car,741,266,927,411,5.7667,9.09
965,173,17,Car,476,297,628,370,5.7667,8.16
966,173,20,Car,240,288,353,365,5.7667,16.94
967,174,2,Car,647,385,900,580,5.8,20.06
968,174,9,Car,744,268,930,413,5.8,14.3
969,174,17,Car,476,296,628,370,5.8,2.53
970,174,20,Car,241,286,355,366,5.8,7.81
971,175,2,Car,653,389,904,583,5.8333,27.76
972,175,9,Car,748,270,933,414,5.8333,19.71
973,175,17,Car,479,297,627,370,5.8333,13.43
974,175,20,Car,242,286,356,367,5.8333,4.03
975,176,2,Car,658,393,911,588,5.8667,24.88
976,176,9,Car,750,271,936,415,5.8667,11.21
977,176,17,Car,482,297,627,370,5.8667,12.22
978,176,20,Car,245,283,355,361,5.8667,15.06
979,177,2,Car,663,404,915,598,5.9,44.77
980,177,9,Car,753,271,940,416,5.9,12.42
981,177,17,Car,483,296,628,370,5.9,5.76
982,177,20,Car,246,281,359,362,5.9,7.18
983,178,2,Car,665,408,919,604,5.9333,19.09
984,178,9,Car,757,274,943,418,5.9333,19.61
985,178,17,Car,484,295,628,370,5.9333,4.44
986,178,20,Car,245,280,360,364,5.9333,2.95
987,179,2,Car,666,406,928,611,5.9667,7.67
988,179,9,Car,761,275,946,418,5.9667,16.07
989,179,17,Car,486,292,630,369,5.9667,11.8
990,179,20,Car,245,279,362,366,5.9667,2.39
991,180,2,Car,667,406,936,620,6.0,4.37
992,180,9,Car,764,276,951,420,6.0,13.85
993,180,17,Car,488,291,631,368,6.0,9.37
994,180,20,Car,247,280,361,365,6.0,8.75
995,181,2,Car,668,407,940,625,6.0333,5.62
996,181,9,Car,765,277,952,421,6.0333,8.64
997,181,17,Car,492,293,630,369,6.0333,17.14
998,181,20,Car,248,280,361,365,6.0333,4.27
999,182,2,Car,670,407,947,632,6.0667,10.83
1000,182,9,Car,769,278,957,422,6.0667,14.85
1001,182,17,Car,493,291,630,367,6.0667,6.73
1002,182,20,Car,250,280,360,363,6.0667,8.85
1003,183,2,Car,678,412,955,639,6.1,35.47
1004,183,9,Car,771,279,962,424,6.1,11.18
1005,183,17,Car,495,290,631,366,6.1,10.13
1006,183,20,Car,252,279,360,361,6.1,7.36
1007,184,2,Car,682,412,961,645,6.1333,15.31
1008,184,9,Car,775,280,966,425,6.1333,17.11
1009,184,17,Car,496,290,631,366,6.1333,4.62
1010,184,20,Car,252,280,362,363,6.1333,4.55
1011,185,2,Car,687,414,966,652,6.1667,20.93
1012,185,9,Car,778,281,969,426,6.1667,14.3
1013,185,17,Car,497,289,633,366,6.1667,4.51
1014,185,20,Car,255,277,366,362,6.1667,13.15
1015,186,2,Car,692,420,968,658,6.2,29.71
1016,186,9,Car,781,281,972,427,6.2,10.55
1017,186,17,Car,501,288,633,364,6.2,15.93
1018,186,20,Car,256,276,368,362,6.2,4.75
1019,187,2,Car,696,429,966,662,6.2333,34.91
1020,187,9,Car,783,283,975,428,6.2333,12.29
1021,187,17,Car,503,288,633,363,6.2333,9.23
1022,187,20,Car,256,276,368,361,6.2333,2.36
1023,188,2,Car,703,437,965,666,6.2667,39.04
1024,188,9,Car,786,284,978,430,6.2667,11.7
1025,188,17,Car,504,286,635,362,6.2667,6.49
1026,188,20,Car,256,274,370,361,6.2667,5.21
1027,189,2,Car,712,448,967,668,6.3,51.19
1028,189,9,Car,790,285,983,431,6.3,15.37
1029,189,17,Car,507,285,637,360,6.3,12.77
1030,189,20,Car,256,271,375,363,6.3,7.91
1031,190,2,Car,717,456,970,672,6.3333,35.89
1032,190,9,Car,792,285,985,432,6.3333,8.95
1033,190,17,Car,509,285,636,359,6.3333,9.02
1034,190,20,Car,254,270,377,366,6.3333,5.87
1035,191,2,Car,724,463,976,676,6.3667,38.9
1036,191,9,Car,793,286,988,434,6.3667,7.39
1037,191,17,Car,510,284,637,358,6.3667,5.87
1038,191,20,Car,256,270,376,364,6.3667,7.25
1039,192,2,Car,735,471,982,678,6.4,48.87
1040,192,9,Car,798,288,993,435,6.4,21.1
1041,192,17,Car,512,283,640,358,6.4,9.23
1042,192,20,Car,257,269,377,363,6.4,4.72
1043,193,2,Car,739,475,987,680,6.4333,21.59
1044,193,9,Car,800,289,996,437,6.4333,10.65
1045,193,17,Car,514,283,640,358,6.4333,8.19
1046,193,20,Car,258,268,378,363,6.4333,4.2
1047,194,2,Car,738,476,1003,697,6.4667,6.63
1048,194,9,Car,805,291,1000,439,6.4667,19.96
1049,194,17,Car,515,282,641,357,6.4667,4.93
1050,194,20,Car,259,267,379,362,6.4667,4.23
1051,195,2,Car,739,483,1009,706,6.5,27.56
1052,195,9,Car,807,292,1004,440,6.5,12.15
1053,195,17,Car,517,281,643,357,6.5,8.95
1054,195,20,Car,261,266,380,360,6.5,7.7
1055,196,2,Car,737,479,1023,717,6.5333,12.49
1056,196,9,Car,809,293,1006,441,6.5333,11.04
1057,196,17,Car,519,280,645,356,6.5333,8.78
1058,196,20,Car,262,265,380,357,6.5333,5.38
1059,197,2,Car,731,478,1035,735,6.5667,17.53
1060,197,9,Car,812,293,1010,442,6.5667,13.43
1061,197,17,Car,522,280,646,356,6.5667,11.24
1062,197,20,Car,262,264,384,361,6.5667,1.28
1063,198,2,Car,744,489,1035,737,6.6,60.56
1064,198,9,Car,816,294,1016,445,6.6,15.86
1065,198,17,Car,523,279,648,356,6.6,4.69
1066,198,20,Car,262,263,387,362,6.6,1.98
1067,198,21,Car,437,324,563,359,6.6,1.98
1068,199,2,Car,754,497,1034,736,6.6333,46.44
1069,199,9,Car,819,294,1021,447,6.6333,11.59
1070,199,17,Car,524,279,650,357,6.6333,6.56
1071,199,20,Car,263,263,390,364,6.6333,4.62
1072,199,21,Car,436,323,569,361,6.6333,1.8
1073,200,2,Car,762,503,1035,737,6.6667,37.31
1074,200,9,Car,823,297,1026,451,6.6667,19.33
1075,200,17,Car,526,279,650,355,6.6667,9.58
1076,200,20,Car,264,262,392,364,6.6667,4.3
1077,200,21,Car,436,321,573,360,6.6667,5.59
1078,201,2,Car,768,511,1040,744,6.7,36.93
1079,201,9,Car,827,298,1031,453,6.7,15.9
1080,201,17,Car,527,280,650,355,6.7,6.42
1081,201,20,Car,264,261,394,364,6.7,2.81
1082,201,21,Car,435,320,580,361,6.7,3.71
1083,202,2,Car,774,517,1047,750,6.7333,32.14
1084,202,9,Car,829,299,1034,456,6.7333,9.13
1085,202,17,Car,526,279,651,356,6.7333,0.59
1086,202,20,Car,263,260,396,364,6.7333,3.09
1087,202,21,Car,430,318,583,363,6.7333,14.61
1088,203,2,Car,776,522,1054,760,6.7667,22.87
1089,203,9,Car,831,300,1038,458,6.7667,11.56
1090,203,17,Car,526,277,657,358,6.7667,6.28
1091,203,20,Car,264,258,398,364,6.7667,8.43
1092,203,21,Car,427,318,584,365,6.7667,10.17
1093,204,2,Car,781,529,1062,770,6.8,34.22
1094,204,9,Car,834,302,1042,460,6.8,14.44
1095,204,17,Car,526,275,659,359,6.8,5.1
1096,204,20,Car,266,257,400,363,6.8,8.19
1097,204,21,Car,423,316,588,366,6.8,12.49
1098,205,2,Car,789,537,1068,775,6.8333,42.03
1099,205,9,Car,840,304,1045,461,6.8333,22.63
1100,205,17,Car,528,274,661,360,6.8333,7.05
1101,205,20,Car,267,256,401,363,6.8333,4.86
1102,205,21,Car,424,315,589,367,6.8333,3.96
1103,206,2,Car,798,547,1075,783,6.8667,48.73
1104,206,9,Car,844,305,1049,461,6.8667,15.62
1105,206,17,Car,527,274,663,361,6.8667,2.29
1106,206,20,Car,270,256,404,362,6.8667,11.94
1107,206,21,Car,422,313,587,366,6.8667,8.23
1108,207,2,Car,803,551,1085,792,6.9,24.74
1109,207,9,Car,848,305,1054,463,6.9,14.65
1110,207,17,Car,529,273,664,361,6.9,7.01
1111,207,20,Car,272,256,405,361,6.9,9.86
1112,207,21,Car,422,312,584,366,6.9,3.64
1113,208,2,Car,804,555,1093,802,6.9333,18.15
1114,208,9,Car,851,306,1059,466,6.9333,11.28
1115,208,17,Car,529,273,664,361,6.9333,3.89
1116,208,20,Car,273,255,407,361,6.9333,4.82
1117,208,21,Car,423,312,580,366,6.9333,5.21
1118,209,2,Car,808,561,1101,814,6.9667,28.11
1119,209,9,Car,855,307,1066,470,6.9667,15.58
1120,209,17,Car,533,273,665,360,6.9667,16.83
1121,209,20,Car,274,254,411,362,6.9667,6.7
1122,209,21,Car,423,309,588,367,6.9667,10.17
1123,210,2,Car,813,567,1114,827,7.0,31.23
1124,210,9,Car,857,308,1072,474,7.0,11.04
1125,210,17,Car,537,273,667,359,7.0,14.51
1126,210,20,Car,275,252,415,362,7.0,8.78
1127,210,21,Car,428,307,589,366,7.0,18.15
1128,211,2,Car,818,573,1117,833,7.0333,30.54
1129,211,9,Car,860,310,1074,475,7.0333,14.33
1130,211,17,Car,537,272,667,359,7.0333,1.49
1131,211,20,Car,277,251,416,362,7.0333,7.22
1132,211,21,Car,427,307,585,367,7.0333,3.4
1133,212,2,Car,826,583,1122,840,7.0667,47.37
1134,212,9,Car,864,311,1078,477,7.0667,15.83
1135,212,17,Car,537,272,669,360,7.0667,0.87
1136,212,20,Car,278,251,417,361,7.0667,6.98
1137,212,21,Car,427,307,578,366,7.0667,3.4
1138,213,2,Car,834,593,1127,848,7.1,45.5
1139,213,9,Car,868,312,1082,479,7.1,16.42
1140,213,17,Car,541,271,671,358,7.1,15.1
1141,213,20,Car,281,250,421,361,7.1,13.85
1142,213,21,Car,426,306,581,366,7.1,3.82
1143,214,2,Car,837,597,1130,854,7.1333,20.48
1144,214,9,Car,871,313,1085,479,7.1333,13.67
1145,214,17,Car,544,270,673,357,7.1333,10.79
1146,214,20,Car,284,249,422,360,7.1333,10.62
1147,215,2,Car,843,608,1137,864,7.1667,44.04
1148,215,9,Car,876,314,1091,481,7.1667,18.98
1149,215,17,Car,544,267,676,357,7.1667,9.72
1150,215,20,Car,284,248,422,358,7.1667,3.75
1151,216,2,Car,844,618,1147,882,7.2,35.85
1152,216,9,Car,882,315,1097,483,7.2,23.04
1153,216,17,Car,547,265,681,357,7.2,13.15
1154,216,20,Car,286,249,423,358,7.2,10.93
1155,217,2,Car,845,622,1155,894,7.2333,16.66
1156,217,9,Car,885,317,1100,484,7.2333,15.96
1157,217,17,Car,550,264,683,357,7.2333,11.35
1158,217,20,Car,287,249,426,359,7.2333,3.78
1159,218,2,Car,849,624,1167,907,7.2667,18.5
1160,218,9,Car,891,321,1103,485,7.2667,27.66
1161,218,17,Car,550,262,685,358,7.2667,5.34
1162,218,20,Car,287,247,427,358,7.2667,5.48
1163,219,2,Car,855,627,1176,916,7.3,25.06
1164,219,9,Car,898,323,1109,487,7.3,27.97
1165,219,17,Car,553,261,686,357,7.3,12.01
1166,219,20,Car,287,245,429,358,7.3,5.07
1167,220,2,Car,859,634,1181,924,7.3333,30.37
1168,220,9,Car,900,325,1112,488,7.3333,12.11
1169,220,17,Car,554,260,688,358,7.3333,4.34
1170,220,20,Car,286,244,431,357,7.3333,2.78
1171,221,2,Car,868,649,1181,932,7.3667,63.06
1172,221,9,Car,902,325,1122,494,7.3667,9.58
1173,221,17,Car,556,261,689,358,7.3667,9.2
1174,221,20,Car,287,243,434,357,7.3667,6.18
1175,222,2,Car,870,657,1187,945,7.4,30.61
1176,222,9,Car,905,323,1131,498,7.4,13.99
1177,222,17,Car,558,261,689,358,7.4,8.75
1178,222,20,Car,289,242,436,357,7.4,9.75
1179,222,24,Car,466,291,570,365,7.4,9.75
1180,223,2,Car,872,664,1188,955,7.4333,28.39
1181,223,9,Car,908,323,1135,500,7.4333,11.35
1182,223,17,Car,559,260,690,358,7.4333,5.28
1183,223,20,Car,289,242,436,357,7.4333,2.71
1184,223,24,Car,468,290,574,366,7.4333,7.18
1185,224,2,Car,880,672,1195,964,7.4667,42.41
1186,224,9,Car,912,328,1140,504,7.4667,23.18
1187,224,17,Car,561,260,691,358,7.4667,8.71
1188,224,20,Car,291,241,438,356,7.4667,7.91
1189,224,24,Car,469,290,578,367,7.4667,4.1
1190,225,2,Car,884,685,1201,980,7.5,47.89
1191,225,9,Car,919,330,1148,507,7.5,27.97
1192,225,17,Car,562,260,691,358,7.5,5.14
1193,225,20,Car,293,243,438,356,7.5,13.05
1194,225,24,Car,468,289,576,366,7.5,2.67
1195,226,2,Car,889,690,1210,989,7.5333,29.22
1196,226,9,Car,922,331,1152,509,7.5333,14.02
1197,226,17,Car,563,260,691,358,7.5333,5.28
1198,226,20,Car,293,243,439,356,7.5333,4.03
1199,226,24,Car,468,289,576,367,7.5333,3.64
1200,227,2,Car,899,699,1218,998,7.5667,48.8
1201,227,9,Car,925,333,1159,514,7.5667,14.75
1202,227,17,Car,563,260,692,358,7.5667,3.26
1203,227,20,Car,297,242,443,356,7.5667,14.09
1204,227,24,Car,469,287,580,367,7.5667,6.39
1205,228,2,Car,909,713,1224,1008,7.6,61.43
1206,228,9,Car,929,334,1166,519,7.6,15.31
1207,228,17,Car,565,262,690,357,7.6,13.64
1208,228,20,Car,300,243,445,355,7.6,11.77
1209,228,24,Car,470,287,581,367,7.6,7.08
1210,229,2,Car,912,723,1228,1018,7.6333,38.25
1211,229,9,Car,932,335,1170,522,7.6333,12.67
1212,229,17,Car,566,262,691,357,7.6333,4.93
1213,229,20,Car,300,243,445,355,7.6333,2.57
1214,229,24,Car,469,286,581,367,7.6333,2.53
1215,230,2,Car,917,733,1236,1031,7.6667,39.49
1216,230,9,Car,937,336,1177,524,7.6667,19.5
1217,230,17,Car,566,261,694,358,7.6667,2.81
1218,230,20,Car,301,242,449,356,7.6667,5.0
1219,230,24,Car,470,284,584,368,7.6667,8.26
1220,231,2,Car,922,745,1238,1041,7.7,48.28
1221,231,9,Car,943,337,1184,527,7.7,24.36
1222,231,17,Car,567,261,695,358,7.7,6.18
1223,231,20,Car,304,243,451,354,7.7,14.33
1224,231,24,Car,473,283,585,367,7.7,11.42
1225,232,2,Car,927,756,1243,1049,7.7333,44.01
1226,232,9,Car,949,338,1189,528,7.7333,22.04
1227,232,17,Car,567,261,697,359,7.7333,3.4
1228,232,20,Car,306,243,453,354,7.7333,10.31
1229,232,24,Car,474,282,586,366,7.7333,6.52
1230,233,2,Car,927,765,1255,1068,7.7667,31.79
1231,233,9,Car,954,342,1193,531,7.7667,26.38
1232,233,17,Car,568,259,700,359,7.7667,7.81
1233,233,20,Car,309,243,454,353,7.7667,10.55
1234,233,24,Car,475,281,587,366,7.7667,6.11
1235,234,2,Car,932,774,1263,1079,7.8,39.74
1236,234,9,Car,959,345,1199,534,7.8,23.67
1237,234,17,Car,570,259,703,359,7.8,9.86
1238,234,20,Car,309,243,455,353,7.8,4.03
1239,234,24,Car,476,280,588,365,7.8,6.14
1240,235,2,Car,937,781,1265,1083,7.8333,31.3
1241,235,9,Car,966,350,1202,536,7.8333,32.83
1242,235,17,Car,573,258,706,359,7.8333,12.15
1243,235,20,Car,310,242,456,352,7.8333,5.14
1244,235,24,Car,477,279,588,365,7.8333,5.1
1245,236,2,Car,944,792,1264,1084,7.8667,47.62
1246,236,9,Car,974,356,1207,539,7.8667,38.11
1247,236,17,Car,576,259,707,358,7.8667,12.32
1248,236,20,Car,313,242,456,349,7.8667,11.49
1249,236,24,Car,479,279,589,365,7.8667,8.75
1250,237,2,Car,955,807,1261,1083,7.9,65.52
1251,237,9,Car,982,361,1214,542,7.9,35.05
1252,237,17,Car,580,259,710,357,7.9,16.49
1253,237,20,Car,317,242,458,348,7.9,15.27
1254,237,24,Car,484,281,591,365,7.9,20.68
1255,238,2,Car,960,816,1261,1083,7.9333,37.93
1256,238,9,Car,986,364,1218,545,7.9333,20.13
1257,238,17,Car,583,258,712,357,7.9333,10.97
1258,238,20,Car,319,242,459,347,7.9333,9.86
1259,238,24,Car,486,281,592,364,7.9333,9.06
1260,239,2,Car,968,829,1262,1083,7.9667,55.32
1261,239,9,Car,989,366,1225,550,7.9667,16.0
1262,239,17,Car,583,258,713,356,7.9667,3.23
1263,239,20,Car,321,243,461,348,7.9667,9.96
1264,239,24,Car,486,281,591,364,7.9667,2.6
1265,240,2,Car,979,844,1263,1081,8.0,66.63
1266,240,9,Car,990,367,1234,559,8.0,7.36
1267,240,17,Car,587,258,715,355,8.0,16.87
1268,240,20,Car,320,241,465,349,8.0,7.08
1269,240,24,Car,489,281,593,362,8.0,12.88
1270,241,2,Car,989,858,1263,1078,8.0333,61.5
1271,241,9,Car,992,370,1238,562,8.0333,13.92
1272,241,17,Car,589,258,717,355,8.0333,10.31
1273,241,20,Car,320,239,468,351,8.0333,4.72
1274,241,24,Car,488,280,594,363,8.0333,2.08
1275,242,2,Car,997,872,1264,1078,8.0667,58.96
1276,242,9,Car,997,372,1245,566,8.0667,22.32
1277,242,17,Car,590,257,718,356,8.0667,4.58
1278,242,20,Car,319,237,473,353,8.0667,4.34
1279,242,24,Car,487,278,595,363,8.0667,4.96
1280,243,2,Car,1003,885,1264,1076,8.1,52.2
1281,243,9,Car,1007,376,1253,569,8.1,38.97
1282,243,17,Car,591,257,720,356,8.1,6.94
1283,243,20,Car,321,236,477,355,8.1,7.39
1284,243,24,Car,489,278,595,363,8.1,7.39
1285,244,2,Car,1007,895,1265,1073,8.1333,40.4
1286,244,9,Car,1011,379,1258,572,8.1333,19.5
1287,244,17,Car,592,256,722,356,8.1333,4.72
1288,244,20,Car,322,235,480,356,8.1333,5.38
1289,244,24,Car,490,278,597,363,8.1333,7.15
1290,245,2,Car,1016,910,1266,1073,8.1667,63.13
1291,245,9,Car,1020,381,1265,574,8.1667,32.87
1292,245,17,Car,593,256,722,356,8.1667,6.91
1293,245,20,Car,324,234,483,358,8.1667,10.1
1294,245,24,Car,492,279,598,362,8.1667,11.35
1295,246,2,Car,1027,924,1275,1074,8.2,62.96
1296,246,9,Car,1027,386,1271,578,8.2,30.37
1297,246,17,Car,596,256,723,355,8.2,11.04
1298,246,20,Car,327,233,485,357,8.2,13.12
1299,246,24,Car,494,278,600,362,8.2,8.12
1300,247,2,Car,1027,928,1286,1075,8.2333,14.99
1301,247,9,Car,1031,389,1273,579,8.2333,20.23
1302,247,17,Car,597,256,724,354,8.2333,4.27
1303,247,20,Car,329,232,486,357,8.2333,8.5
1304,247,24,Car,495,277,602,362,8.2333,4.96
1305,248,2,Car,1027,939,1285,1077,8.2667,38.35
1306,248,9,Car,1037,395,1281,584,8.2667,32.55
1307,248,17,Car,598,256,725,354,8.2667,5.14
1308,248,20,Car,332,232,488,357,8.2667,13.95
1309,248,24,Car,495,275,605,362,8.2667,5.41
1310,249,2,Car,1027,954,1278,1078,8.3,55.49
1311,249,9,Car,1045,399,1291,589,8.3,34.01
1312,249,17,Car,598,256,726,354,8.3,3.02
1313,249,20,Car,336,232,491,357,8.3,14.99
1314,249,24,Car,496,275,606,362,8.3,6.14
1315,250,2,Car,1030,961,1287,1079,8.3333,29.81
1316,250,9,Car,1051,402,1295,590,8.3333,25.23
1317,250,17,Car,598,255,727,354,8.3333,3.44
1318,250,20,Car,339,232,492,355,8.3333,12.91
1319,250,24,Car,501,275,611,362,8.3333,19.09
1320,251,2,Car,1044,972,1280,1080,8.3667,65.0
1321,251,9,Car,1057,405,1306,597,8.3667,25.02
1322,251,17,Car,598,255,728,354,8.3667,3.16
1323,251,20,Car,343,232,494,355,8.3667,15.27
1324,251,24,Car,502,273,612,361,8.3667,5.73
1325,252,9,Car,1059,407,1314,603,8.4,10.27
1326,252,17,Car,599,254,727,353,8.4,4.93
1327,252,20,Car,345,232,495,354,8.4,8.99
1328,252,24,Car,503,273,614,361,8.4,6.91
1329,253,9,Car,1061,409,1320,609,8.4333,13.22
1330,253,17,Car,599,252,730,353,8.4333,3.78
1331,253,20,Car,347,232,496,354,8.4333,9.2
1332,253,24,Car,505,272,616,360,8.4333,9.44
1333,254,9,Car,1065,412,1329,616,8.4667,21.55
1334,254,17,Car,599,252,732,354,8.4667,0.49
1335,254,20,Car,347,232,499,355,8.4667,2.53
1336,254,24,Car,507,272,619,362,8.4667,7.95
1337,255,9,Car,1072,416,1339,622,8.5,31.3
1338,255,17,Car,599,251,734,354,8.5,3.44
1339,255,20,Car,348,231,502,357,8.5,6.77
1340,255,24,Car,509,271,620,362,8.5,7.64
1341,256,9,Car,1079,419,1346,625,8.5333,29.46
1342,256,17,Car,600,251,736,354,8.5333,4.69
1343,256,20,Car,349,231,503,357,8.5333,5.87
1344,256,24,Car,509,271,621,361,8.5333,2.53
1345,257,9,Car,1087,423,1352,628,8.5667,33.46
1346,257,17,Car,602,251,739,354,8.5667,9.34
1347,257,20,Car,351,231,506,358,8.5667,8.16
1348,257,24,Car,511,270,624,362,8.5667,8.71
1349,258,9,Car,1094,428,1359,632,8.6,31.51
1350,258,17,Car,607,252,743,354,8.6,19.68
1351,258,20,Car,354,232,507,357,8.6,14.51
1352,258,24,Car,513,269,626,362,8.6,9.34
1353,259,9,Car,1100,432,1364,635,8.6333,27.45
1354,259,17,Car,609,252,744,354,8.6333,10.55
1355,259,20,Car,356,232,510,357,8.6333,9.82
1356,259,24,Car,514,268,627,360,8.6333,6.39
1357,260,9,Car,1105,435,1377,645,8.6667,21.86
1358,260,17,Car,612,251,749,355,8.6667,11.04
1359,260,20,Car,357,232,513,359,8.6667,5.87
1360,260,24,Car,515,267,630,360,8.6667,7.05
1361,261,9,Car,1111,438,1390,655,8.7,25.72
1362,261,17,Car,611,250,751,357,8.7,3.82
1363,261,20,Car,358,231,517,361,8.7,6.94
1364,261,24,Car,515,266,629,360,8.7,2.98
1365,262,9,Car,1116,439,1397,661,8.7333,20.27
1366,262,17,Car,611,250,750,357,8.7333,2.26
1367,262,20,Car,360,231,519,361,8.7333,10.52
1368,262,24,Car,516,266,630,360,8.7333,4.89
1369,263,9,Car,1125,444,1403,666,8.7667,38.84
1370,263,17,Car,612,250,752,357,8.7667,5.07
1371,263,20,Car,367,234,521,359,8.7667,28.22
1372,263,24,Car,518,263,630,356,8.7667,12.98
1373,264,9,Car,1132,451,1406,669,8.8,37.1
1374,264,17,Car,614,250,755,358,8.8,9.06
1375,264,20,Car,369,233,526,361,8.8,9.13
1376,264,24,Car,519,261,633,356,8.8,8.36
1377,265,9,Car,1135,455,1411,673,8.8333,19.02
1378,265,17,Car,615,249,755,357,8.8333,5.14
1379,265,20,Car,371,233,528,361,8.8333,7.18
1380,265,24,Car,519,259,635,357,8.8333,5.45
1381,266,9,Car,1146,462,1417,676,8.8667,47.1
1382,266,17,Car,617,247,762,359,8.8667,10.27
1383,266,20,Car,372,233,531,362,8.8667,3.85
1384,266,24,Car,522,260,636,357,8.8667,11.45
